project_id;Id_razn;mean_words_comment;count_comments;id;assignee_id;creator_id;overall_worklogs;summary_to_eng;Year;Month;Day;Hour;DayOfWeek;Mesto_in_project;Text_Summa
15;0;0;0;700488;13;37;2700;Add luhn algorithm to validate card details when entering data on transfer screens;2017;12;19;8;2;3.38959212376934;Add luhn algorithm to validate card details when entering data on transfer screens
15;0;15;1;700486;1;37;7200;Draw category icon for social networks;2017;12;22;3;5;3.41772151898734;Draw category icon for social networks [~tamara]
15;273;33.1428571428571;7;700485;13;13;94800;Feedback on the application. Build 13|14;2017;12;22;8;5;3.43178621659634;"Feedback on the application. Build 13|14 1. By the way; the timer for resend SMS; when recovering the password; we have 3 minutes; in iOS the last time was 1 minutetimer correctedOn the screen of my cards; display the addition not for the first time; but always; if the user does not have tied cards.on ios 10 for some reason on the categories when you click on the search; it goes nowhere. although on ios 11 the same thing works ok.Started to do according to your request; nothing was found. Changed to containers. But the application crashes because they write that it is not possible to add a view with constraints in viewdidload and that another event needs to be intercepted.# -On the screen of viewing the QR code of the card; instead of ""Send"" write ""Share"". Add ""Share"" = ""{color:#333333}Үl{color}үshu"" to the list of Kyrgyz translations.-2 point decided not to do; 3 repaired; I close the task."
15;16;8.66666666666667;3;700484;1;37;7200;Pick colors for cards;2017;12;25;9;1;3.44585091420534;Pick colors for cards [~tamara][~tamara] [~pavel] [~dastan] https://www.dropbox.com/s/numbmphgq5v14lm/EL-ios-app.sketch?dl=0there are 13 more new card colors
15;739;8.5;2;700483;13;37;3600;Release the app on the App Store;2017;12;26;11;2;3.47398030942335;Release the app on the App Store [~dastan]Released or
15;95;16.5;8;700482;1;1;14400;Screenshots in the AppStore;2017;12;26;11;2;3.48804500703235;"Screenshots in the AppStore [~tamara] I need texts for screenshots; now I take as a basis those that are in googleplay; it is important to remember that the upstor allows you to download only 5 screenshots; it is important to focus on 5 main featuresCard tying; Payment for services from an Elkart card; Transfer from card to card; card balance; viewing the nearest ATMs[~tamara] [~takt911] [~o.shipilova][~sadwoolf] on all screens where there is a card number; the last 4 digits should be replaced with 0[~tamara] [~o.shipilova] [~takt911]There is only one remark; on all screens you need to replace the last 4 digits of the card number with zeros.Card numbers changed to 0[~pavel] [^EL-appstore-screens.zip]"
15;0;5;1;700480;13;13;3600;Add a language switcher to the login screen;2017;12;27;6;3;3.51617440225035;"Add a language switcher to the login screen there is a switch; the choice of languages ​​works"
15;35;10.2222222222222;9;700478;1;1;12600;error die;2017;12;27;13;3;3.55836849507736;"error die [~tamara][~tamara] and here's an option[~puzanov] I still like the second one better; what do you think?second variant is ok[~puzanov] and like this with live texts[~tamara][~sadwoolf][~o.shipilova] [~takt911] [~tamara]all OK"
15;0;0;0;700476;37;37;9600;Collect and process feedback from Igor and Ruslan;2017;12;28;8;4;3.58649789029536;Collect and process feedback from Igor and Ruslan
15;119;12;4;700474;1;37;5400;Add amount to specific card screen instead of balance view screen;2017;12;29;5;5;3.61462728551336;"Add amount to specific card screen instead of balance view screen [~takt911] [~tamara] [~o.shipilova]everything is OK; only the currency should be displayed with the corresponding sign: $;⊆.[~o.shipilova] [~tamara] [~takt911]ok; no comments"
15;176;24.3333333333333;6;700473;1;37;9000;"Draw the screen ""About the system"" as in a taxi";2017;12;29;5;5;3.62869198312236;"Draw the screen ""About the system"" as in a taxi [~tamara][~puzanov][~tamara][~puzanov]OKProbably; you misunderstood us; in this section we want to reflect general information about the application and indicate your company as the development of the client part of the application:[~o.shipilova] [~takt911] [~tamara]!Screen Shot 2018-01-05 at 10.38.38 AM.png|thumbnail! approved the first option."
15;68;16;7;700472;22;37;55800;Feedback edits;2017;12;29;6;5;3.64275668073136;"Feedback edits 1 - done; added to the filter selection screen for the card and the card selection screen for the payment history.2; 3 corrected4 - they refused to do it; the text breaks; 5 corrected it; and corrected the 3rd paragraph; there were problemscorrected the 10th point; there was a problem with time zones; set the local time zone of the phoneon the 17th point; we get phone numbers not in the format of links; but simply in text11; 12; 20; 15; 14 correctedI checked; everything is ok; I wrote to Kirill at 17; they will fix it tomorrow."
15;0;15;1;700471;13;37;9600;Redesign the screen layout of a specific map;2017;12;29;9;5;3.65682137834037;"Redesign the screen layout of a specific map We made a balance on the map visualization; added a transition to the payment history; wrote the amendments to EL-264"
15;47;6;2;700470;1;37;3600;Draw a push bar in an open application;2018;1;3;9;3;3.67088607594937;"Draw a push bar in an open application [~o.shipilova] [~takt911] [~tamara]ok; no comments"
15;0;14;1;700469;22;37;10800;"Embed ""About"" screen";2018;1;5;4;5;3.68495077355837;"Embed ""About"" screen the screen has been added; we need to add a translation into Kyrgyz; we will do it as part of a ticket with feedback."
15;107;16.2;5;700468;22;37;24000;Feedback edits;2018;1;5;5;5;3.69901547116737;"Feedback edits [~pavel] Pro account access: 0555771481; qwerty12!7th point can't rollon the 9th point; here are the regex-When switching to the payment history from the screen of one card; transactions should be shown only for this card; now they are shown for all user cards.-checked; everything is ok"
15;0;3;1;700467;13;37;18000;Feedback edits (17);2018;1;8;6;1;3.71308016877637;"Feedback edits (17) checked; everything is ok"
15;0;4;1;700465;13;37;900;Add translation error handling to maps other than elkart;2018;1;9;9;2;3.74120956399437;"Add translation error handling to maps other than elkart checked; everything is ok"
15;0;4;1;700464;13;13;3600;Convert commission from % to soms;2018;1;9;12;2;3.75527426160338;Convert commission from % to soms commission is displayed in soms
15;132;43;4;700463;22;37;10200;Feedback edits (19 builds);2018;1;10;9;3;3.76933895921238;"Feedback edits (19 builds) It turned out that externally api is not available. And so the build is rejectedOn the confirmation screen; the amount comes immediately with a commission. Only 2 fields; skok commission and kok total.[~dastan]checked; everything is ok"
15;0;9;1;700462;37;37;7200;Shoot a video with the login and key functionality of the application;2018;1;15;6;1;3.78340365682138;"Shoot a video with the login and key functionality of the application [https://youtu.be/oykDkl9ujl8] video recorded; uploaded to YouTube"
15;199;43.5;2;700460;13;37;18600;Correct the text and fill in the build for prod in TF;2018;1;15;12;1;3.81153305203938;"Correct the text and fill in the build for prod in TF # Make the caption small on the blocked amount information screen.everything is fixed; I close the task"
15;0;20;1;700458;1;37;3600;Make a common icon for services without a logo;2018;1;22;5;1;3.83966244725738;Make a common icon for services without a logo [~tamara] [~takt911]
15;0;2;1;700457;13;13;3600;On the favorites screen, an error covers the entire screen;2018;1;24;6;3;3.85372714486639;On the favorites screen, an error covers the entire screen all OK
15;0;3;1;700456;13;37;3600;The personal account is not transferred to the favorites screen from the payment receipt;2018;1;25;9;4;3.86779184247539;"The personal account is not transferred to the favorites screen from the payment receipt corrected; uploaded the build"
15;186;56.5;2;700455;13;1;25200;Design tweaks;2018;1;29;5;1;3.88185654008439;"Design tweaks 1 did it by checking and loading the list from the cache on viewdidload (because at this time the screen has been created and has not yet been shown and is only going to appear; and when shown immediately; the list will be ready without showing the loader); and then on viewdidappear when the screen has already opened and the list is still empty; then a request is made to get the list.corrected; everything is ok"
15;0;3;1;700454;13;1;3600;Changing my maps screen;2018;1;29;6;1;3.89592123769339;"Changing my maps screen fixed; everything is ok"
15;0;10;1;700453;13;37;1200;Change field names on payment receipts;2018;1;29;11;1;3.90998593530239;Change field names on payment receipts changed the names of the fields and now the full name is displayed instead of the name of the card
15;0;1;1;700452;13;13;3600;Change the text on the check, display the owner's name instead of the card name;2018;2;1;8;4;3.92405063291139;Change the text on the check, display the owner's name instead of the card name corrected
15;0;7;1;700451;1;1;3600;Export layouts to Zeplin;2018;2;1;11;4;3.93811533052039;Export layouts to Zeplin [~takt911] [~tamara] [~o.shipilova]
15;0;1;1;700450;13;37;600;Transfer the sources to the MPs;2018;2;5;6;1;3.9521800281294;Transfer the sources to the MPs Sent.
15;0;0;0;700449;13;13;1800;The month field disappears if the screen is opened for the first time;2018;2;8;12;4;3.9662447257384;The month field disappears if the screen is opened for the first time
15;0;0;0;700447;37;37;54000;Schedule and evaluate tasks;2018;4;12;4;4;3.9943741209564;Schedule and evaluate tasks
15;754;20.6666666666667;3;700446;13;37;8400;When you click on the push notification, a blank screen opens;2018;4;12;8;4;4.0084388185654;"When you click on the push notification, a blank screen opens Pont was in push parsing.If the push comes from the same transaction; the receipt screen of which is open; then it closes. In the body of the push; only the title came; but there was no amount.Corrected; everything is ok."
15;0;55;1;700445;13;37;10800;When sending a request to confirm a transaction, an empty transaction ID is sent to the gateway;2018;4;12;8;4;4.0225035161744;When sending a request to confirm a transaction, an empty transaction ID is sent to the gateway 
15;95;23.6666666666667;3;700444;22;37;1800;The input field Month and Year is inactive when linking the card;2018;4;12;8;4;4.0365682137834;"The input field Month and Year is inactive when linking the card I'm starting to deal with the problem of entering a field.Asked [~dastan] for the latest fixes with entering card details. Perhaps the problem was on the old version of the application; due to the fact that the element displaying the month field moved out of layout; and therefore focusing on the field did not work. These fixes were made in the latest release.[~pavel] Olesya phoned the user; he does not remember what version he had. We will postpone this task until we can reproduce it."
15;509;10.3333333333333;3;700443;22;37;6600;On the list of services of one category, the icons of the services of the last row are cut off;2018;4;12;9;4;4.05063291139241;"On the list of services of one category, the icons of the services of the last row are cut off Tested; this coordinate cant is displayed everywhere on the screens with the participation of the tab bar. Until I found a solutionFixed padding issue for screen content on iOS 11.Services are not cut off; everything is ok."
15;1472;11;3;700442;22;37;2400;In modem mode, the last row of the keyboard is cut off on the PIN code entry screen;2018;4;12;9;4;4.06469760900141;"In modem mode, the last row of the keyboard is cut off on the PIN code entry screen The last row of the keyboard is still cut off.It turns out that this problem pops up again; but now only at the moment when the modem mode view is called when I am on the pin input screen; I will understandeverything is ok here"
15;512;13.5;4;700441;22;37;1200;Service icons are loaded when switching to a subcategory with additional services;2018;4;12;9;4;4.07876230661041;"Service icons are loaded when switching to a subcategory with additional services [~tamara] Here you need to clarify which of the categories is selected and which subcategory is shown. So that we can more accurately check the problem.[~pavel] Gazprom Batkenn; Chui Gaz; Severelectro; Severelectro Yur. faces - where there are subcategories.I did as [~dastan] said; for the Navigation Controller I made the usual display and not Large.The title has shrunk; now the categories from the previous screen are not displayed."
15;10;10;3;700440;1;37;8400;Change the text on the blocked amount entry screen;2018;4;12;9;4;4.09282700421941;"Change the text on the blocked amount entry screen I have questions about the screen; I asked questions on Skype; what will the fitback do; I will continue to deal with the ticket[~o.shipilova] [~takt911] [~tamara][~o.shipilova] [~tamara] [~takt911]"
15;23;21.25;4;700437;1;37;7200;Draw a design for dynamic fields on the check screen;2018;4;16;4;1;4.14908579465541;"Draw a design for dynamic fields on the check screen [~o.shipilova] [~takt911] [~tamara]In general; OK; only perhaps the indents from the left edge can be slightly reduced; because. in our opinion differs from the current implementation? I would like to remind you that the field names should be displayed according to the information received from the API.[~o.shipilova] [~tamara] yes indents merged when exporting for interactive prototypeAll OK"
15;44;23.25;4;700436;1;37;6000;Draw design for card editing;2018;4;16;4;1;4.16315049226442;"Draw design for card editing [~o.shipilova] [~takt911] [~tamara]add a ""pencil"" icon to the toolbar; when you click on it; the name of the card becomes active and the keyboard opens.[~o.shipilova] [~tamara]OK"
15;37;13;4;700434;1;37;4800;Draw a design for the local history of push notifications;2018;4;16;4;1;4.19127988748242;"Draw a design for the local history of push notifications [~tamara] [~o.shipilova] [~takt911][~sadwoolf] everything is ok; just a question about notification categories; we can send this value in the agreed additional parameter to the push[~takt911] Okay; when we start implementing the notification history; we will compose the missing parameters for the push. And then you add.[~pavel] agreed"
15;128;65.5;4;700433;1;37;12000;Design for payment by QR code;2018;4;16;4;1;4.20534458509142;"Design for payment by QR code [~tamara] [~o.shipilova] [~takt911]regarding the QR code; we would like to clearly highlight the possibility of paying by QR code; so that this possibility catches the eye of the user. Can you please advise us how best to do this in terms of design. Because as we imagined it; and you depicted it; it looks very small.[~o.shipilova][~sadwoolf] stop at this option [blue QR icons in the toolbar|https://projects.invisionapp.com/share/GZH2N5GTAJW#/screens]"
15;72;14;2;700431;1;1;1800;Check with dynamic fields;2018;4;18;11;3;4.23347398030942;"Check with dynamic fields [~o.shipilova] [~takt911] [~tamara]Everything is OK; but you need to keep the order of the fields that is now in the application. [~pavel] [~dastan] [~samat] pay attention when you start development."
15;603;14.5;2;700430;13;37;5400;Use navigation link from href attribute, not from tag body;2018;4;24;7;2;4.24753867791842;"Use navigation link from href attribute, not from tag body The point was that we were overwriting fonts for html tags; which turned out to be overwriting all tags.confirm - everything is ok"
15;361;64.3333333333333;6;700429;13;37;75600;Add dynamic fields on the screen for entering payment details and on the receipt screen;2018;4;27;4;5;4.26160337552743;"Add dynamic fields on the screen for entering payment details and on the receipt screen [~dastan]Details for testing[~dastan] after selecting an area; a blank screen opens; since the areas are not loaded.Districts and regions are selected and displayed on the payment screen; the error comes out incorrect + after the error is displayed; the keyboard should; in theory; close; but it remains focused on the amount and interferes.[~dastan] enter the number of the personal account; click Next on the keyboard; the focus moves to a new field and the personal account is overwritten."
15;118;16;2;700428;13;37;32400;Add the ability to edit the map name;2018;4;27;4;5;4.27566807313643;"Add the ability to edit the map name [~dastan]; you need to change the text to ""Change name""; as it does not fit.checked; everything is ok"
15;2653;11.5;2;700427;13;37;15300;Add the ability to edit the title of a favorite translation;2018;4;27;4;5;4.28973277074543;"Add the ability to edit the title of a favorite translation added a query to edit favorites. The structure is the same as when requesting editing a service.I checked; everything is OK; the name of the selected payment and transfer is being edited."
15;2786;17.6666666666667;12;700426;13;37;26400;Add local push notification history;2018;4;27;4;5;4.30379746835443;"Add local push notification history Wrote in Skype about problems with storing notification history locally. The result of the conversation.Added a new screen with notification history; added cell design.[~takt911] in order to display only pushes with news and emergency updates in the notification history; you need to add a transaction type to the push.[~pavel] push types:Added notification history; you can check.you will need to add an endpoint to get the notification history.[~pavel][~tamara] [~sadwoolf][~pavel] read status ID added on the backend; should also be added in the app.The list crashes after returning from the list.Corrected the crashIt's ok too"
15;1601;24;4;700425;13;37;54000;Implement a QR code payment;2018;4;27;4;5;4.31786216596343;"Implement a QR code payment [~dastan][~sadwoolf] please look at the screenshots; you need to raise the amount higher; and leave the button at the bottom; right?[~dastan]checked; everything is ok"
15;189;37.5;2;700424;22;22;16200;Check the operation and display of the search on the list of Services and Subcategories on the iPhone 5;2018;4;27;14;5;4.33192686357243;"Check the operation and display of the search on the list of Services and Subcategories on the iPhone 5 I noticed the problem that the focus on the search field does not work below iOS 11; I started to figure it out; at first I thought that the wrong settings for calling the edited field were set (changed them; no change); then created a new instance of UISearchBar; set all the settings from the current SearchBar; everything worked; except for delegate events. I think maybe the UserInterAcion does not jump to the search text input field; I will download iOS 10 and test it through the simulator; I may have to leave the solution with a new instance of the UISearchBar search element.everything is ok here"
15;0;49;1;700423;1;1;7200;Build the project and figure out how the application works;2018;5;1;10;2;4.34599156118143;"Build the project and figure out how the application works Got access to the project. I was able to score a prilu. I looked at the documentation of the mobile application in gitlab; I also looked at the backend documentation. Further understood the project code. I registered myself as a new user; but I can't add my card there. Dastan wrote about this to the backend workers; they are looking into it. In the meantime; I'm working with Tom's account."
15;0;6;1;700422;13;37;1800;"""Incorrect account number"" error appears when adding Saima-Net service to favorites";2018;5;2;5;3;4.36005625879044;"""Incorrect account number"" error appears when adding Saima-Net service to favorites everything is ok - saves to favorites now"
15;385;10.5;2;700421;13;37;19800;Add the functionality of reading a QR code from a file;2018;5;2;13;3;4.37412095639944;"Add the functionality of reading a QR code from a file [~dastan] QR code is read for payment; everything is ok.everything is ok here"
15;920;13.5;2;700419;13;37;2100;The map is not deleted when going to the map editing screen;2018;5;7;8;1;4.40225035161744;The map is not deleted when going to the map editing screen [~pavel]everything is ok here
15;920;5.5;2;700418;13;37;1800;When refreshing the page, the title slides down and freezes;2018;5;10;11;4;4.41631504922644;"When refreshing the page, the title slides down and freezes [~dastan] the same problem remained on service lists.checked; everything is ok"
15;0;0;0;700416;13;37;3600;In the push about the status of the transaction, only the transaction number comes;2018;5;10;12;4;4.44444444444444;In the push about the status of the transaction, only the transaction number comes
15;0;69;1;700415;13;37;3600;Improve Security;2018;5;21;3;1;4.45850914205345;Improve Security [~takt911] Made 2 points.
15;111;18;3;700414;1;37;3600;Draw a design for reading a QR code from a file;2018;5;22;11;2;4.47257383966245;"Draw a design for reading a QR code from a file [~o.shipilova] [~tamara] https://invis.io/VNJ76OO348B prototype[~sadwoolf] small clarification; it seems like Tamara and I decided that the QR code icon will be in the toolbar; to the left of the search icon; and not in the general list of categories[~takt911] yes; that's right; there will be a blue icon in the toolbar. Alexander mixed up the screenshots."
15;46;26.5;2;700411;1;37;7800;Add TouchID option instead of PIN entry;2018;5;30;7;3;4.51476793248945;Add TouchID option instead of PIN entry [~tamara] [~o.shipilova] [~takt911][~sadwoolf] everything is ok - we confirm. Thank you!
15;1149;15;2;700410;13;37;9000;Gray area in the toolbar;2018;6;4;5;1;4.52883263009845;"Gray area in the toolbar When switching to news or information; the text ""payment history"" is displayed in the header.I checked everything is ok"
15;0;0;0;700406;13;37;7800;Text is cut off in dice with errors;2018;6;4;10;1;4.58509142053446;Text is cut off in dice with errors
15;0;5;1;700405;13;37;39600;Add TouchID option instead of PIN entry;2018;6;5;7;2;4.59915611814346;"Add TouchID option instead of PIN entry added; moved the setting to safety"
15;0;47;1;700404;1;37;1800;Rate design for android app;2018;6;12;8;2;4.61322081575246;Rate design for android app [~tamara]
15;0;8;1;700403;22;37;2400;Repair factories;2018;6;20;6;3;4.62728551336146;"Repair factories The factories were repaired; we watched crashes with Dastan and Oleg"
15;0;0;0;700402;13;37;5400;Change the text on the blocked amount entry screen;2018;6;25;10;1;4.64135021097046;Change the text on the blocked amount entry screen
15;667;11;2;700401;13;37;1800;when removing a card from the list, the list is not updated;2018;6;26;8;2;4.65541490857947;when removing a card from the list, the list is not updated [~dastan]corrected
15;0;5;1;700400;13;37;2400;Display text if the card does not have a ministatement;2018;6;27;4;3;4.66947960618847;Display text if the card does not have a ministatement added a message if there is no mini-statement
15;0;22;1;700399;13;37;1800;Add error handling when linking a map;2018;6;28;11;4;4.68354430379747;"Add error handling when linking a map bq. Exclude errors with code greater than 100;"
15;0;5;1;700398;13;37;4800;A biometric authorization error is displayed after opening a minimized app;2018;7;10;5;2;4.69760900140647;A biometric authorization error is displayed after opening a minimized app I checked and the error didn't reappear.
15;698;20;2;700397;13;13;39600;Add dynamic fields on the payment screen;2018;7;11;8;3;4.71167369901547;"Add dynamic fields on the payment screen [~dastan] after selecting the region; the field ""State number of the vehicle"" should be selected; now it is not displayed; although [~takt911] claims that they come. It is necessary to check; because because of this it is impossible to conduct a transaction.Fixed; added display of dynamic input fields"
15;0;6;1;700396;13;13;3600;Add dynamic fields on the Receipt screen;2018;7;11;8;3;4.72573839662447;Add dynamic fields on the Receipt screen added dynamic fields to the check screen.
15;0;10;1;700395;13;13;18000;Add dynamic fields on add to favorites screen;2018;7;11;8;3;4.73980309423347;Add dynamic fields on add to favorites screen Available when creating a favorite payment and when paying from a favorite.
15;0;7;1;700393;13;13;12600;Touch ID sometimes displays an error.;2018;7;16;11;1;4.76793248945148;Touch ID sometimes displays an error. Cyril confirmed that there are no problems with tachaidi.
15;0;9;1;700392;13;13;7200;Comtranscom's regular season is not processed;2018;7;16;15;1;4.78199718706048;"Comtranscom's regular season is not processed removed the processing of this type of mask; now the application does not crash."
15;0;0;0;700391;13;37;1800;Release build 43;2018;7;17;7;2;4.79606188466948;Release build 43
15;0;0;0;700386;13;13;18000;Add dynamic fields on favorites display screen;2018;7;30;8;1;4.86638537271449;Add dynamic fields on favorites display screen
15;0;3;1;700385;13;13;7200;Add the ability to edit the title of a favorite translation;2018;8;1;13;3;4.88045007032349;"Add the ability to edit the title of a favorite translation checked; everything is ok"
15;0;0;0;700383;13;37;30600;Feedback on editing payments;2018;8;3;10;5;4.90857946554149;Feedback on editing payments
15;0;24;1;700382;13;37;3000;Add card remembering to favorite payments and transfers;2018;8;6;12;1;4.92264416315049;Add card remembering to favorite payments and transfers !screenshot-1.png|thumbnail!
15;0;0;0;700380;13;37;1800;The last two digits are cut off on the map visualization on iPhone 5;2018;8;6;12;1;4.9507735583685;The last two digits are cut off on the map visualization on iPhone 5
15;0;0;0;700379;13;13;3600;Redo the processing and display of errors.;2018;8;15;7;3;4.9648382559775;Redo the processing and display of errors.
15;0;0;0;700377;13;13;1800;Crashes when paying from favorites;2018;8;16;13;4;4.9929676511955;Crashes when paying from favorites
15;0;0;0;700376;13;13;7200;feedback on the mpc from 17 aug;2018;8;17;11;5;5.0070323488045;feedback on the mpc from 17 aug
15;760;21.9166666666667;12;700375;1;37;16200;Make a design for the functionality of sending bank statements;2018;8;22;7;3;5.0210970464135;"Make a design for the functionality of sending bank statements [~tamara] https://invis.io/WNNOKHCRBXE[~sadwoolf] Please change the period to ""Specify"". When choosing a bank; you can select only one.[~tamara] correctedGood afternoon;I'm sorry; I still need to agree. I'll post the results[~samat_derbishaliev] any news; how are we doing the implementation?[~sadwoolf]Reopened; doing edits and improvements on functionality[~tamara] [~takt911] corrected layouts made interactive. https://invis.io/D5NVXHQ6BKZMenu item we approved Bank statement[~takt911] [~tamara] https://invis.io/D5NVXHQ6BKZEveryting is ok. Thanks"
15;0;4;1;700374;13;37;16800;Add push processing with news;2018;8;31;4;5;5.0351617440225;Add push processing with news also added and released
15;0;1;1;700372;13;37;3600;Add functionality for sending statements;2018;9;6;11;4;5.06329113924051;Add functionality for sending statements released
15;0;0;0;700371;1;37;1800;ms field not clearing;2018;9;10;4;1;5.07735583684951;ms field not clearing
15;0;0;0;700370;13;37;1800;The category field is not filled when adding a service to favorites;2018;9;10;4;1;5.09142053445851;The category field is not filled when adding a service to favorites
15;0;0;0;700369;13;13;30600;Bank Select Screen;2018;9;10;5;1;5.10548523206751;Bank Select Screen
15;0;10;1;700368;13;13;23400;Statement list screen;2018;9;10;5;1;5.11954992967651;Statement list screen It remains to make the transition to the screen and add statuses for statements
15;0;2;1;700366;13;13;7200;Numbers cut off on pin screen;2018;9;14;13;5;5.14767932489452;"Numbers cut off on pin screen checked; released"
15;0;3;1;700365;13;13;3600;Editing bank statements;2018;9;17;6;1;5.16174402250352;"Editing bank statements checked; statements released"
15;0;0;0;700363;13;13;14400;Split app into 2 targets;2018;9;25;7;2;5.18987341772152;Split app into 2 targets
15;0;0;0;700362;1;13;18000;The amount of the blocked amount is not converted correctly for the request;2018;9;26;14;3;5.20393811533052;The amount of the blocked amount is not converted correctly for the request
15;0;0;0;700361;1;37;127800;Add QR code reading functionality via Firebase Dynamic links;2018;9;26;15;3;5.21800281293952;Add QR code reading functionality via Firebase Dynamic links
15;721;34.8;5;700360;1;37;23400;Add a design to go to the QR code of my card from the scanner screen;2018;9;26;15;3;5.23206751054852;"Add a design to go to the QR code of my card from the scanner screen [~tamara] [~takt911][~sadwoolf] you need to try to fit the entire text from the layout + add the text ""Point the camera at the QR code"" on the scanner screen[~tamara] [~takt911] [~samat_derbishaliev] https://invis.io/2ZOCSYW56QF corrected the text; slightly changed the appearance because of the long text there will be problems on the iPhone 5 in height; and so we have a backlog to nothing floated.[~tamara] [~takt911] [~samat_derbishaliev] mock-up with caption of Quar's scan window https://invis.io/U7OG5Y2K5FMDesign agreed"
15;0;4;1;700358;1;1;72000;Add link handling;2018;10;9;4;2;5.26019690576653;"Add link handling Link processing added; released"
15;0;0;0;700357;1;1;25200;Add die design;2018;10;15;4;1;5.27426160337553;Add die design
15;0;3;1;700356;1;1;50400;Add screen design (share map, link);2018;10;16;4;2;5.28832630098453;Add screen design (share map, link) OK by design
15;0;0;0;700355;1;1;25200;Display link and qr code;2018;10;17;5;3;5.30239099859353;Display link and qr code
15;0;0;0;700354;1;37;1800;Add Kyrgyz translations;2018;10;19;8;5;5.31645569620253;Add Kyrgyz translations
15;0;0;0;700353;1;1;7200;Application release;2018;10;30;4;2;5.33052039381153;Application release
15;0;0;0;700352;1;1;22200;Not displayed Type of payer;2018;11;1;4;4;5.34458509142053;Not displayed Type of payer
15;0;0;0;700351;1;37;9600;Replace logo on splash screen;2018;11;6;15;2;5.35864978902954;Replace logo on splash screen
15;200;14.375;8;700350;1;37;1200;Evaluate the rendering of icons for the Banking Services section (ios, android);2018;11;6;15;2;5.37271448663854;"Evaluate the rendering of icons for the Banking Services section (ios, android) [~tamara]icon for ios 2a hours[~tamara]!screenshot-1.png|thumbnail![~samat_derbishaliev] It will take about 4-5 hours to render icons for ios and android. Give; please; the source codes of icons for android.Requested from the developers; Icon sources are not available[~tamara] also ask you to develop an icon for another new section:[~tamara] When do you plan to show examples of icons? Also on schedule; Wednesday; Thursday?"
15;0;0;0;700349;1;1;18000;Add mask processing;2018;11;8;3;4;5.38677918424754;Add mask processing
15;0;0;0;700348;1;1;5400;Add Screen Link (My Maps);2018;11;8;12;4;5.40084388185654;Add Screen Link (My Maps)
15;425;13.5454545454545;11;700347;1;37;13800;"Draw icons for the section ""Banking services"" and ""Advertising and Commerce""";2018;11;12;13;1;5.41490857946554;"Draw icons for the section ""Banking services"" and ""Advertising and Commerce"" [~sadwoolf] uploaded an example for a banking service icon. As for Advertising and Commerce; nothing is clear yet.!image-2018-11-13-15-37-38-286.png! ; !image-2018-11-13-15-57-24-220.png!as an example; I tried to add the catfish icon. As the Option on the left; beautiful; you need to try to display the Som Currency.[~samat_derbishaliev] [~tamara][~tamara] [~samat_derbishaliev][~sadwoolf]; [~tamara] Agreed icons. The management agreed on the icons.[~tamara] [~samat_derbishaliev] [~takt911]attached archive with icons from android[~takt911] icons for ios and android bank in the archive. services and commercial services[~takt911] [~samat_derbishaliev]drawn; filled"
15;0;0;0;700346;1;1;3600;The entered data is not saved when adding to favorites;2018;11;14;11;3;5.42897327707454;The entered data is not saved when adding to favorites
15;313;42;4;700345;1;37;9000;Study the terms of reference;2018;11;25;18;7;5.44303797468354;"Study the terms of reference [~tamara] [~samat_derbishaliev] There are questions about the user's logic and flow[~sadwoolf] There will be no acquiring.Initially; it was not planned to register foreign numbers; for the reason that Elkart cards are used only in the territory of the Kyrgyz Republic. Yes; there are our citizens abroad; but there are no foreign services.Also; for authentication; it becomes necessary to confirm that the user is the owner of the card. By entering a blocked amount that he can find out while on the territory of the Kyrgyz Republic. In principle; it is enough to register in our country and use it abroad"
15;353;21.6666666666667;9;700344;1;37;7200;Page Design Registration;2018;11;25;18;7;5.45710267229255;"Page Design Registration [~samat_derbishaliev] [~tamara] registration and flow https://invis.io/YNPNLII3DFHIn general; there are no comments.Will the design of the entrance to the personal account be drawn separately? you need to add a design for entering a code from SMS.Alexander; attached user agreement[~samat_derbishaliev] [~tamara] https://invis.io/J3PPY5LYQ58 registration layouts[~sadwoolf] https://invis.io/J3PPY5LYQ58 please check the link. There is only one page “Forgot password” and nothing is clickable.[~samat_derbishaliev] [~takt911] [https://invis.io/A2PR77QH8VY] registration[~sadwoolf][~samat_derbishaliev] does not go; but opens in a new window; and the form with the entered data remains in the next tab"
15;378;8.66666666666667;3;700343;1;37;10800;Flow design;2018;11;25;18;7;5.47116736990155;"Flow design [~tamara] [~samat_derbishaliev]In general; the design is consistent. Please replace the logo with the Elcart Mobile logo.the logo has been changed; I'm closing the task"
15;135;63.1428571428572;7;700341;1;37;15000;Home page design;2018;11;26;12;1;5.49929676511955;"Home page design [~samat_derbishaliev] [~takt911]1) After the block ""Payment for services"" you need to add a block of the latest news with the name ""News"".[~samat_derbishaliev] no news; because we don't make them in the first iteration. It's not a problem to place a QR code icon; but we can't scan the code from a computer. Also; in the first iteration; this functionality is not available.[~tamara] you need to add the ability to display a QR code image and links; if possible; which can be copied to the clipboard and sent[~samat_derbishaliev]In general; it was agreed that regarding the QR code; yes; it was not in the TOR; due to the fact that this is a relatively new feature.[~samat_derbishaliev] I understand how it works in the app; but I don't quite understand how it works on the desktop. Let's describe the work so that there is no misunderstanding. In any case; it will not be included in the 1st iteration; and according to the estimate; we did not include it. It will just be time to register all the necessary docks)"
